,,,,,,,,,,,,,,
2.24648e-06,3.36631e-06,2.80222e-06,2.50325e-06,2.3979e-06,2.46638e-06,2.46932e-06,2.81857e-06,2.40605e-06,1.76398e-06,1.23347e-06,1.06428e-06,8.96471e-07,5.64293e-07,8.38169e-07
3.10514e-06,4.65299e-06,3.8733e-06,3.46005e-06,3.31443e-06,3.40909e-06,3.41315e-06,3.8959e-06,3.3257e-06,2.43822e-06,1.70493e-06,1.47107e-06,1.23912e-06,7.79979e-07,1.15854e-06
2.28329e-06,3.42147e-06,2.84814e-06,2.54427e-06,2.43719e-06,2.5068e-06,2.50978e-06,2.86476e-06,2.44547e-06,1.79289e-06,1.25368e-06,1.08172e-06,9.11161e-07,5.73539e-07,8.51903e-07
2.37117e-06,3.55316e-06,2.95776e-06,2.64219e-06,2.53099e-06,2.60328e-06,2.60638e-06,2.97502e-06,2.53959e-06,1.86189e-06,1.30193e-06,1.12335e-06,9.46229e-07,5.95613e-07,8.8469e-07
1.91838e-06,2.87466e-06,2.39296e-06,2.13765e-06,2.04769e-06,2.10617e-06,2.10868e-06,2.40692e-06,2.05465e-06,1.50635e-06,1.05332e-06,9.08839e-07,7.65542e-07,4.81878e-07,7.15755e-07
1.53675e-06,2.30279e-06,1.91691e-06,1.71239e-06,1.64033e-06,1.68717e-06,1.68918e-06,1.9281e-06,1.6459e-06,1.20668e-06,8.43776e-07,7.28038e-07,6.13248e-07,3.86015e-07,5.73365e-07
1.74085e-06,2.60863e-06,2.17151e-06,1.93982e-06,1.85819e-06,1.91126e-06,1.91353e-06,2.18418e-06,1.8645e-06,1.36695e-06,9.55842e-07,8.24732e-07,6.94696e-07,4.37283e-07,6.49516e-07
2.08365e-06,3.12232e-06,2.59911e-06,2.32181e-06,2.2241e-06,2.28762e-06,2.29034e-06,2.61428e-06,2.23165e-06,1.63613e-06,1.14406e-06,9.87136e-07,8.31494e-07,5.23392e-07,7.77417e-07
1.73395e-06,2.59829e-06,2.1629e-06,1.93213e-06,1.85082e-06,1.90368e-06,1.90595e-06,2.17552e-06,1.85711e-06,1.36153e-06,9.52053e-07,8.21462e-07,6.91942e-07,4.3555e-07,6.46941e-07
1.37772e-06,2.06449e-06,1.71855e-06,1.53519e-06,1.47058e-06,1.51258e-06,1.51438e-06,1.72857e-06,1.47558e-06,1.08181e-06,7.56461e-07,6.52699e-07,5.49788e-07,3.46069e-07,5.14032e-07
9.55828e-07,1.43229e-06,1.19228e-06,1.06508e-06,1.02025e-06,1.04939e-06,1.05064e-06,1.19924e-06,1.02372e-06,7.50535e-07,5.24813e-07,4.52826e-07,3.81429e-07,2.40094e-07,3.56622e-07
9.32587e-07,1.39746e-06,1.16329e-06,1.03918e-06,9.95446e-07,1.02387e-06,1.02509e-06,1.17008e-06,9.98828e-07,7.32286e-07,5.12052e-07,4.41815e-07,3.72154e-07,2.34256e-07,3.47951e-07
9.93159e-07,1.48823e-06,1.23885e-06,1.10667e-06,1.0601e-06,1.09038e-06,1.09168e-06,1.24608e-06,1.0637e-06,7.79849e-07,5.45311e-07,4.70512e-07,3.96326e-07,2.49471e-07,3.70551e-07
9.24971e-07,1.38605e-06,1.15379e-06,1.03069e-06,9.87316e-07,1.01551e-06,1.01672e-06,1.16053e-06,9.90671e-07,7.26306e-07,5.07871e-07,4.38207e-07,3.69115e-07,2.32343e-07,3.45109e-07
6.99324e-07,1.04793e-06,8.72325e-07,7.79255e-07,7.46461e-07,7.67779e-07,7.68694e-07,8.77415e-07,7.48997e-07,5.49124e-07,3.83975e-07,3.31307e-07,2.79069e-07,1.75663e-07,2.6092e-07
